,0
0,65.012
1,515.01
2,515.01
3,865.0079999999999
4,865.0079999999999
5,865.0079999999999
6,915.0079999999999
7,1015.007
8,1115.0069999999998
9,1015.007
10,1115.0059999999999
11,775.0059999999999
12,675.0069999999998
13,575.0089999999999
14,575.0089999999999
15,675.0079999999999
16,575.0079999999998
17,575.0079999999998
18,575.0079999999998
19,575.0089999999999
20,824.009
21,824.009
22,824.009
23,824.01
24,779.0089999999999
25,779.0089999999999
26,779.0089999999999
27,924.0089999999999
28,924.0089999999999
29,924.0089999999999
30,625.0099999999999
31,915.0099999999999
32,865.012
33,865.012
34,865.012
35,865.012
36,715.0129999999999
37,715.0129999999999
38,715.0129999999999
39,720.012
40,720.012
41,625.012
42,625.012
43,625.012
44,820.0129999999999
45,820.0129999999999
46,620.0139999999999
47,525.0139999999999
48,425.0149999999999
49,579.0139999999999
50,869.0139999999999
51,928.012
52,928.012
53,774.0129999999999
54,774.0129999999999
55,824.012
56,824.012
57,824.012
58,824.012
59,815.0129999999999
60,425.01399999999995
61,425.01399999999995
62,230.014
63,280.01399999999995
64,375.01499999999993
65,538.0139999999999
66,538.0139999999999
67,633.016
68,1128.014
69,1178.014
70,1178.014
71,1128.014
72,1078.0149999999999
73,1128.0149999999999
74,992.0139999999999
75,597.015
76,547.0160000000001
77,592.016
78,597.015
79,897.0139999999999
80,992.0149999999999
81,1092.014
82,1042.014
83,888.0149999999999
84,743.015
85,493.01599999999996
86,743.015
87,797.0160000000001
88,897.0150000000001
89,897.0150000000001
90,702.0160000000001
91,734.0160000000001
92,734.0160000000001
93,784.015
94,784.015
95,929.015
96,979.014
97,843.0129999999999
98,988.0129999999999
99,997.012
100,847.0129999999999
101,747.015
102,847.0129999999999
103,992.0129999999999
104,1137.013
105,1033.014
106,833.0149999999999
107,833.0149999999999
108,942.0129999999999
109,942.0129999999999
110,1087.013
111,1087.013
112,1137.013
113,838.0139999999999
114,838.0139999999999
115,788.0139999999999
116,788.0139999999999
117,883.0149999999999
118,933.0149999999999
119,933.0149999999999
120,815.0139999999999
121,815.0139999999999
122,765.0149999999999
123,865.0139999999999
124,865.0139999999999
125,960.0149999999999
126,824.0139999999999
127,679.0139999999999
128,824.0139999999999
129,778.0149999999999
130,928.0139999999999
131,919.0159999999998
132,924.0149999999999
133,924.0149999999999
134,924.0149999999999
135,788.0149999999999
136,788.0149999999999
137,788.0149999999999
138,688.0159999999998
139,978.0139999999999
140,951.0149999999999
141,951.0149999999999
142,951.0149999999999
143,806.0149999999999
144,806.0149999999999
145,806.0149999999999
146,851.0159999999998
147,996.0159999999998
148,1046.0149999999999
149,1037.0159999999998
150,1037.0159999999998
151,1046.0149999999999
152,1046.0149999999999
153,1046.0149999999999
154,901.0149999999999
155,1046.0149999999999
156,901.0149999999999
157,756.0149999999999
158,901.0149999999999
159,901.0149999999999
160,901.0149999999999
161,901.0149999999999
162,1046.0149999999999
163,1055.014
164,1010.0149999999999
165,1010.0149999999999
166,1001.0159999999998
167,1001.0159999999998
168,992.0169999999998
169,1137.0169999999998
170,992.0169999999998
171,992.0169999999998
172,847.0169999999998
173,702.0169999999998
174,847.0169999999998
175,847.0179999999999
176,847.0179999999999
177,992.0179999999999
178,1060.017
179,1060.017
180,1060.017
181,1060.017
182,1069.016
183,1051.017
184,906.0169999999999
185,906.0169999999999
186,761.0169999999999
187,616.0169999999999
188,770.016
189,752.0179999999999
190,892.019
191,892.019
192,910.0179999999999
193,1060.0169999999998
194,1051.018
195,1042.0189999999998
196,1042.0189999999998
197,1042.0189999999998
198,1042.0189999999998
199,1187.02
200,992.021
201,1001.0199999999999
202,983.0209999999998
203,847.0199999999999
204,897.0189999999999
205,897.0189999999999
206,992.0189999999999
207,1137.019
208,992.0189999999999
209,992.0189999999999
210,1042.019
211,1092.019
212,1092.019
213,1092.019
214,897.0189999999999
215,888.0199999999999
216,743.0199999999999
217,693.021
218,845.02
219,845.02
220,845.02
221,795.02
222,895.0189999999999
223,1040.019
224,1040.019
225,1040.019
226,1040.019
227,990.02
228,1040.019
229,1176.021
230,1026.022
231,1026.022
232,976.0219999999999
233,686.0219999999998
234,886.0209999999998
235,886.0209999999998
236,1031.021
237,1176.021
238,1031.021
239,1176.021
240,1176.021
241,1176.021
242,1226.021
243,1226.021
244,1081.021
245,1090.0199999999998
246,945.02
247,786.0179999999998
248,922.0189999999998
249,736.0189999999999
250,736.0189999999999
251,486.02000000000004
252,677.0189999999999
253,881.0179999999999
254,881.0179999999999
255,913.0179999999999
256,913.0179999999999
257,913.0179999999999
258,913.0179999999999
259,1058.0179999999998
260,1058.0179999999998
261,1058.0179999999998
262,1058.0179999999998
263,913.0179999999999
264,863.02
265,863.02
266,1008.02
267,1153.02
268,1008.02
269,1144.021
270,1144.021
271,1144.021
272,1144.021
273,1103.0210000000002
274,1058.021
275,749.0219999999999
276,663.0189999999999
277,518.0189999999999
278,663.0189999999999
279,511.02000000000004
280,511.02000000000004
281,411.021
282,411.021
283,556.021
