,0
0,550.025
1,855.0219999999999
2,1060.02
3,1215.018
4,1220.017
5,1220.017
6,1225.016
7,1075.0169999999998
8,1075.0169999999998
9,1125.0159999999998
10,980.0160000000001
11,1080.015
12,935.0150000000001
13,944.014
14,799.014
15,654.014
16,799.014
17,799.014
18,799.014
19,799.014
20,790.014
21,790.014
22,790.014
23,935.0139999999999
24,935.0139999999999
25,1275.013
26,1080.014
27,1180.013
28,1035.013
29,1035.013
30,1180.013
31,1180.013
32,930.0149999999999
33,953.0129999999999
34,1293.012
35,1143.013
36,998.0129999999999
37,1148.012
38,1148.012
39,1130.013
40,1139.012
41,1139.012
42,1139.013
43,994.0129999999999
44,754.0129999999999
45,609.0129999999999
46,804.0129999999999
47,899.013
48,989.014
49,994.014
50,989.016
51,999.0139999999999
52,999.015
53,994.0159999999998
54,1144.0159999999998
55,1044.0169999999998
56,1053.0159999999998
57,1194.016
58,1049.0159999999998
59,899.0179999999998
60,999.0169999999998
61,949.0179999999999
62,999.0169999999998
63,999.017
64,1144.017
65,1289.017
66,1339.017
67,1239.018
68,1189.019
69,1289.018
70,1289.0169999999998
71,1334.0169999999998
72,1189.0169999999998
73,1244.0149999999999
74,1439.014
75,1149.014
76,1199.014
77,1258.013
78,1203.0140000000001
79,1344.015
80,1344.017
81,1054.017
82,1044.019
83,1194.0179999999998
84,1049.0179999999998
85,1208.0159999999998
86,1208.0159999999998
87,1208.0159999999998
88,1158.0159999999998
89,1022.0149999999999
90,922.0179999999998
91,1067.0179999999998
92,1117.0169999999998
93,972.0169999999999
94,972.0169999999999
95,1262.0169999999998
96,1407.0169999999998
97,1407.0169999999998
98,1499.0149999999999
99,1499.0149999999999
100,1349.0159999999998
101,1653.0149999999999
102,1653.0149999999999
103,1798.0149999999999
104,1943.0149999999999
105,1508.0149999999999
106,1313.0169999999998
107,1313.0169999999998
108,1304.0179999999998
109,1594.0179999999998
110,1439.0199999999998
111,1516.0179999999998
112,1621.0169999999998
113,1621.0169999999998
114,1621.0169999999998
115,1594.0189999999998
116,1462.0209999999997
117,1462.0209999999997
118,1462.0209999999997
119,1444.022
120,1444.023
121,1299.024
122,1163.023
123,1168.022
124,1023.023
125,1168.024
126,1168.024
127,1168.024
128,1014.026
129,919.025
130,864.0269999999999
131,864.0269999999999
132,714.03
133,864.029
134,1014.027
135,869.027
136,869.027
137,869.027
138,869.027
139,869.027
140,869.027
141,1014.027
142,1109.028
143,1159.0269999999998
144,1449.0269999999998
145,1440.0279999999998
146,1490.0269999999998
147,1490.027
148,1780.0269999999998
149,1925.0269999999998
150,1775.0279999999998
151,1630.0289999999998
152,1453.0279999999998
153,1648.0269999999998
154,1498.0289999999998
155,1898.0259999999998
156,1903.0249999999999
157,1844.027
158,1554.027
159,1549.028
160,1549.028
161,1349.029
162,1367.028
163,1222.028
164,1077.0279999999998
165,1182.0259999999998
166,1141.0259999999996
167,1141.0259999999996
168,987.0269999999998
169,1132.0269999999996
170,1132.0269999999996
171,1277.027
172,1431.026
173,1331.027
174,1331.027
175,1381.027
176,1331.027
177,1581.026
178,1744.0249999999999
179,1581.026
180,1735.0249999999999
181,1540.0249999999999
182,1195.0249999999999
183,1195.0249999999999
184,1254.024
185,1254.024
186,1304.023
187,1304.023
188,1245.024
189,1195.0249999999999
190,1290.0249999999996
191,1240.0259999999996
192,1240.0259999999996
193,1240.0259999999996
194,1248.0259999999996
195,1003.0269999999999
196,1012.026
197,1012.026
198,849.0269999999999
199,985.0269999999999
200,840.0269999999999
201,985.0269999999999
202,1275.0269999999998
203,1275.0279999999998
204,1425.0269999999998
205,1425.0269999999998
206,1570.0269999999998
207,1570.0269999999998
208,1715.0269999999998
209,1665.0279999999996
210,1815.0259999999996
211,1670.0259999999996
212,1516.0269999999998
213,1516.0269999999998
214,1371.0269999999998
215,1171.028
216,881.028
217,981.0269999999999
218,1022.0269999999999
219,1017.028
220,1008.029
221,1058.0279999999998
222,1058.0279999999998
223,1203.0279999999998
224,1207.0279999999998
225,1352.0279999999998
226,1457.0269999999996
227,1507.0259999999998
228,1507.0259999999998
229,1507.0269999999998
230,1566.0249999999999
231,1575.0249999999999
232,1720.0249999999999
233,1575.0249999999999
234,1720.0249999999999
235,1566.0259999999998
236,1711.026
237,1711.026
238,1611.0269999999998
239,1661.0259999999996
240,1806.0259999999996
241,1756.0259999999996
242,1561.0269999999998
243,1561.0269999999998
244,1407.0279999999996
245,1272.0269999999996
246,1154.0259999999998
247,1349.0259999999998
248,1204.0269999999998
249,1190.0289999999998
250,1050.0279999999998
251,1009.0279999999999
252,959.0279999999999
253,959.0279999999999
254,1059.0269999999998
255,1154.0279999999998
256,1154.0279999999998
257,1154.0279999999998
258,1154.029
259,1226.0279999999998
260,1371.0279999999996
261,1421.0269999999996
262,1525.0269999999996
263,1525.0269999999996
264,1525.0269999999996
265,1380.0269999999996
266,1371.0279999999996
267,1076.0299999999997
268,1221.0299999999997
269,1270.0299999999995
270,1650.0309999999997
271,1650.0309999999997
272,1782.0269999999994
273,1773.0279999999996
274,1873.0269999999996
275,1728.0269999999996
276,1728.0259999999996
277,1728.0269999999994
278,1633.0269999999994
279,1583.0279999999996
280,1352.0269999999998
281,1352.0269999999998
282,1352.0269999999998
283,1402.0259999999998
284,1352.0269999999998
285,1343.0279999999996
286,1343.0279999999996
287,1488.0279999999996
288,1488.0279999999996
289,1538.0269999999996
290,1683.0269999999996
291,1674.0279999999996
292,1674.0279999999996
293,1683.0269999999996
294,1724.0289999999995
295,1629.0289999999995
296,1697.0309999999995
297,1552.0309999999995
298,1797.0299999999995
299,1747.0309999999995
300,2128.0299999999997
301,2101.031
302,2051.0309999999995
303,2010.0289999999993
304,1910.0299999999995
305,1715.0309999999995
306,1765.0309999999993
307,1815.0309999999995
308,1711.0319999999995
309,1711.0319999999995
310,1466.0329999999997
311,1321.0329999999997
312,1321.0319999999997
313,1441.0309999999997
314,1441.0309999999997
315,1291.0329999999997
316,1441.0299999999995
317,1586.0299999999995
318,1586.0299999999995
319,1586.0299999999995
320,1831.0299999999995
321,1831.0299999999995
322,1881.0279999999996
323,1872.0289999999998
324,1881.0279999999996
325,1727.0289999999998
326,1872.0299999999995
327,1777.0289999999998
328,1850.03
329,1922.0279999999996
330,2262.028
331,2212.028
332,2212.028
333,2212.028
334,2212.028
335,2004.0289999999995
336,1863.0289999999998
337,1813.0289999999998
338,1818.0279999999996
339,1818.0279999999996
340,1648.0309999999997
341,1566.0299999999995
342,1516.0309999999997
343,1466.0329999999997
344,1466.0329999999997
345,1416.0339999999994
346,1475.0329999999994
347,1529.0349999999994
348,1642.0329999999997
349,1692.0319999999995
350,1828.0329999999997
351,1828.0339999999999
352,1846.0359999999998
353,1855.0349999999999
354,1905.0359999999998
355,1564.0369999999998
356,1664.0369999999998
357,1519.0369999999998
358,1764.0359999999998
359,1773.0359999999998
360,1755.0389999999995
361,1610.0389999999995
362,1918.0379999999996
363,1918.0389999999995
364,1936.0379999999998
365,1682.0409999999997
366,1804.0399999999997
367,1758.0399999999997
368,1783.0389999999993
369,1783.0369999999994
370,1711.0389999999998
371,1557.0389999999998
372,1539.0399999999995
373,1616.0379999999996
374,1593.0379999999996
375,1530.0379999999996
376,1530.0369999999998
377,1507.0379999999996
378,1534.0369999999996
379,1484.0359999999996
380,1584.0369999999998
381,2184.037
382,2311.038
383,2302.038
384,2302.038
385,2312.038
386,2525.036
387,2525.036
388,2688.035
389,2688.035
390,2842.035
391,2842.035
392,2924.036
393,2779.036
394,2770.037
395,2625.036
396,2584.036
397,2312.035
398,2167.035
399,2271.033
400,2271.033
401,1904.0319999999995
402,1904.0309999999995
403,1759.0319999999997
404,1759.0289999999995
405,1764.0279999999993
406,1728.0299999999993
407,1637.0299999999993
408,1782.0299999999993
409,1823.0269999999996
410,2013.0259999999994
411,1945.0279999999996
412,1945.0259999999996
413,1520.0259999999998
414,1511.0259999999998
415,1484.0279999999998
416,1570.0289999999998
417,1570.0289999999998
418,1724.0299999999997
419,1655.0309999999997
420,1664.0309999999997
421,1646.03
422,1782.0309999999997
423,1782.0309999999997
424,1782.0309999999997
425,1637.031
426,1637.0329999999997
427,1492.031
428,1552.0299999999997
429,2976.0290000000005
430,2813.03
431,2786.030999999999
432,2768.0299999999993
433,2623.0299999999993
434,2583.0299999999997
435,2583.026
436,2615.0259999999994
437,2633.0229999999992
438,2479.0229999999992
439,2479.0229999999992
440,2624.023
441,2574.024
442,2935.0249999999996
443,3080.0250000000005
444,3065.027000000001
445,3360.0250000000005
446,3210.0260000000007
447,3419.0240000000003
448,3564.0240000000003
449,3564.0240000000003
450,3514.0239999999994
451,3569.0240000000003
452,3714.0240000000003
453,3723.0240000000003
454,3723.0240000000003
455,3578.0240000000003
456,3628.0240000000013
457,3433.0240000000003
458,3383.0240000000003
459,3383.0240000000003
460,3383.0240000000003
461,3283.0239999999994
462,3333.023
463,3179.0239999999994
464,3188.022
465,2988.0229999999997
466,2988.0229999999997
467,2843.0219999999995
468,2657.0219999999995
469,2802.0219999999995
470,2947.0219999999995
471,2947.0209999999997
472,2947.0209999999997
473,3083.022
474,3092.021
475,3092.021
476,3237.021000000001
477,3382.0210000000015
478,3527.022000000001
479,3527.022000000001
480,3527.0220000000004
481,3232.0230000000006
482,3382.023
483,3382.023
484,3237.023
485,3041.0230000000006
486,3041.0230000000006
487,3041.0230000000006
488,3113.022000000001
489,3213.021000000001
490,3213.021000000001
491,3213.02
492,3213.02
493,3068.02
494,3018.019
495,3018.0199999999995
496,3018.0209999999997
497,2882.0209999999997
498,2737.0209999999997
499,2737.02
500,2882.02
501,2602.022
502,2444.022
503,2589.021
504,2616.0200000000004
505,2535.0220000000004
506,2696.0200000000004
507,2841.0200000000004
508,2986.0220000000004
509,2986.0220000000004
510,2986.022
511,2841.022
512,2986.021
513,3076.0200000000004
514,3076.0200000000004
515,2931.0200000000004
516,2904.021
517,2895.0220000000004
518,2945.0210000000006
519,3090.0210000000006
520,3090.0220000000004
521,3090.0220000000004
522,3140.0210000000006
523,2995.0210000000006
524,2995.0210000000006
525,3181.0200000000004
526,3181.0200000000004
527,3040.0210000000006
528,2900.0210000000006
529,3011.0200000000004
530,2970.0220000000004
531,3115.0220000000004
532,2970.0220000000004
533,3115.022000000001
534,3115.022000000001
535,3042.022000000001
536,3042.022000000001
537,2922.0230000000006
538,3212.023000000001
539,3067.023000000001
540,3212.023000000001
541,3067.023000000001
542,3212.023000000001
543,3239.022000000001
544,3314.021000000001
545,3024.021000000001
546,3064.020000000001
547,3064.020000000001
548,3123.0180000000005
549,3318.0170000000007
550,3318.0170000000007
551,3318.0170000000007
552,3354.0170000000007
553,3209.0170000000003
554,3159.0190000000002
555,3014.0190000000002
556,3023.0190000000002
557,3023.0180000000005
558,2733.0180000000005
559,2588.0180000000005
560,2733.0180000000005
561,3118.0170000000007
562,3118.0170000000007
563,3014.019000000001
564,2814.021000000001
565,2819.0200000000013
566,2819.0200000000013
567,2819.0200000000013
568,3109.021000000001
569,3304.021000000001
570,3449.021000000001
571,3304.021000000001
572,3309.0200000000013
573,3318.021000000001
574,3168.022000000001
575,3747.020000000001
576,3747.020000000001
577,3747.021000000001
578,3888.021000000001
579,4042.020000000001
580,4152.018000000001
581,4125.019000000001
582,4210.020000000001
583,4083.019000000001
584,4083.019000000001
585,3920.0200000000013
586,3870.0210000000006
587,4320.019000000001
588,4030.019000000001
589,4030.019000000001
590,4030.019000000001
591,4175.019000000001
592,4175.019000000001
593,4320.019000000001
594,4320.019000000001
595,4313.02
596,4313.02
597,4386.02
598,4676.02
599,4131.021000000001
600,3981.022000000001
601,4016.0210000000006
602,4034.020000000001
603,4034.020000000001
604,4029.021000000001
605,4184.019000000001
606,4134.02
607,4211.019000000001
608,4261.019000000001
609,4416.018000000002
610,4425.018000000002
611,4498.018000000001
612,4317.020000000001
613,4177.019
614,4222.02
615,4109.019
616,4263.019
617,3900.02
618,3764.02
619,3719.02
620,3719.02
621,3864.02
622,3836.0210000000006
623,3981.0210000000006
624,3999.0210000000006
625,4126.021000000001
626,4126.021000000001
627,4335.021000000002
628,4594.019000000001
629,4449.019000000001
630,4458.019000000001
631,4313.02
632,4608.019000000001
633,4454.019000000001
634,4404.020000000001
635,4229.022000000001
636,4006.024000000001
637,4075.023000000001
638,4057.023000000001
639,4143.024000000001
640,4143.024000000001
641,4143.024000000001
642,4043.0230000000006
643,4052.023000000001
644,4002.024000000001
645,4007.022000000001
646,4007.022000000001
647,3998.022000000001
648,3853.022000000001
649,3835.023000000001
650,3835.023000000001
651,4030.0220000000013
652,4012.0220000000013
653,4139.022000000001
654,4130.022000000001
655,4375.022000000002
656,4307.024000000001
657,4502.023000000001
658,4588.026000000002
659,4403.025000000001
660,4503.024000000001
661,4349.0250000000015
662,4557.024000000001
663,4426.024000000002
664,4426.024000000002
665,4576.022000000002
666,4476.023000000001
667,4481.022000000002
668,4422.022000000001
669,4621.022000000002
670,4558.022000000002
671,4504.023000000001
672,4309.024000000001
673,4359.023000000001
674,4409.022000000001
675,4132.022000000001
676,4361.023000000001
677,4470.022000000001
678,4592.023000000001
679,4551.024000000001
680,4601.023000000001
681,4746.023000000001
682,4753.022000000001
683,4871.022000000001
684,4871.022000000001
685,5070.022000000001
686,5070.023000000001
687,5079.023000000001
688,5106.022000000001
689,4952.022000000001
690,5061.021000000001
691,4916.022000000001
692,5061.021000000002
693,4871.021000000002
694,4912.021000000002
695,4938.022000000001
696,4938.022000000001
697,4938.022000000001
698,4988.022000000001
699,5017.024000000001
700,4588.026000000002
701,4579.028000000001
702,4443.027000000001
703,4248.027000000002
704,4266.027000000002
705,4067.0270000000014
706,4088.026000000001
707,4088.026000000001
708,4088.026000000001
709,4079.0270000000014
710,4088.0270000000014
711,4251.026000000002
712,4396.026000000002
713,4518.028000000002
714,4368.029000000001
715,4708.029000000001
716,4735.029000000001
717,4736.029000000001
718,5013.027000000002
719,4868.027000000002
720,4918.027000000002
721,4673.029000000001
722,4818.029000000001
723,4673.029000000001
724,4596.028000000001
725,3095.029
726,3095.029
727,3195.0280000000002
728,3204.0280000000002
729,3349.0280000000002
730,2920.031
731,2879.0310000000004
732,2675.03
733,2734.0299999999997
